 ROA(C) before interest and depreciation before interest, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Research and development expense rate
0.49602690976453995,0.544889983403823,0.601089666902089,900000000.0
0.5043630868229899,0.5553295144279671,0.604858818950979,2750000000.0
0.470677131575099,0.523850313185931,0.5976520272705,407000000.0
0.49612440891142207,0.5599336152898979,0.607323541705703,679000000.0
0.522741676010335,0.589271374270571,0.606120007495063,0.0
0.446302344854483,0.49954494351946005,0.595771054641895,0.0
0.43874616097109204,0.49751057337116494,0.595662952766687,0.0
0.5032418466338421,0.559505326837625,0.6038931088657951,2390000000.0
0.4541997757519621,0.508913753412924,0.595064789057208,0.0
0.4793545556476379,0.532951442796724,0.5985744966056011,0.0
0.550723931165602,0.5865945714438671,0.604642615200565,441000000.0
0.50119436454931,0.545157663686493,0.601464420069474,985000000.0
0.485594501048116,0.541677820011778,0.603237290822872,492000000.0
0.47945205479452097,0.535253493227689,0.600368987734041,0.0
0.484229512991761,0.535574709566893,0.605406535118696,0.0
0.384926631891971,0.42957331762942297,0.586265296415342,53500000.0
0.4793545556476379,0.531452433213769,0.606682137246141,3770000000.0
0.4503973090235461,0.506986455377697,0.594639588348059,0.0
0.517184224638034,0.571176187162054,0.606307384078756,4820000000.0
0.492663189197094,0.542427324803255,0.6040228311160439,0.0
0.500073124360162,0.547459714117458,0.6133123855921819,0.0
0.50475308341052,0.576101504363189,0.605132677034838,1140000000.0
0.527616633354458,0.5891643021575029,0.602869744447167,3630000000.0
0.532979086432994,0.585791530595856,0.6053560875769329,985000000.0
0.5242041632135721,0.573745917875689,0.605644359244152,0.0
0.506508068054405,0.555008298088763,0.611914268006169,2280000000.0
0.5307366060546971,0.5811338936773921,0.6104224621283101,2850000000.0
0.470287134987569,0.52331495262059,0.6003761945257211,1240000000.0
0.470140886267245,0.5220300872637721,0.5973061012698371,3920000000.0
0.516306732316092,0.5736388457626209,0.6058029086611221,985000000.0
0.50831180227173,0.5632528507950101,0.6058173222444829,0.0
0.47720957441622397,0.528079661652123,0.601976102278788,1320000000.0
0.468142153756155,0.520959366133091,0.5984952218971159,0.0
0.508555550138936,0.5648589324910329,0.6035327692817709,0.0
0.48866572417491294,0.5371807912629161,0.601918447945344,492000000.0
0.46955589138595,0.5225119117725789,0.597716888395624,0.0
0.500121873933603,0.542106108464051,0.6004554692342061,170000000.0
0.5670550382684151,0.6028695326302261,0.6043975842834289,781000000.0
0.463364695558914,0.5133037100487179,0.5987042188558499,543000000.0
0.492858187490859,0.5406606349376311,0.6015941423197221,0.0
0.49324818407838894,0.542695005085925,0.605572291327347,0.0
0.479890800955492,0.5338615557578029,0.598142089104772,6940000000.0
0.54667771656998,0.600299801916591,0.612858357716312,362000000.0
0.4793545556476379,0.526741260238771,0.59329912509549,0.0
0.5207429434992439,0.5775469778896091,0.606386658787241,7730000000.0
0.48062204455711,0.5324696182879171,0.603900315657476,0.0
0.48535075318091,0.541142459446437,0.600426642067485,1270000000.0
0.52888412226393,0.579153059585631,0.605968664869773,645000000.0
0.48881197289523703,0.5362171422453019,0.603554389656813,2900000000.0
0.527616633354458,0.571765083783928,0.6049525072428261,815000000.0
0.517184224638034,0.5653942930563729,0.604015624324363,27200000.0
0.5200116998976261,0.566893302639328,0.6098819527522739,2170000000.0
0.529566616292107,0.5750307832325071,0.609233341501031,2120000000.0
0.48037829668990395,0.5336474115316671,0.6007509476931059,1710000000.0
0.45610100911616996,0.510894587504684,0.597630406895458,340000000.0
0.5464827182762151,0.5945714438674449,0.6049525072428261,441000000.0
0.529566616292107,0.5863268911611971,0.60336701307312,0.0
0.469165894798421,0.5210129021896249,0.600383401317402,764000000.0
0.445522351679423,0.49253172011349605,0.600642845817899,0.0
0.507970555257641,0.5650730767171689,0.602927398780611,0.0
0.502218105591576,0.547245569891322,0.601334697819225,357000000.0
0.48374201725734894,0.532951442796724,0.5978898513959561,0.0
0.465314678496563,0.511590556239627,0.593781980138082,67900000.0
0.533417832593965,0.573960062101826,0.5989492497729859,441000000.0
0.49622190805830396,0.546014240591038,0.595194511307456,357000000.0
0.49656315507239296,0.546496065099845,0.602285994321048,0.0
0.49831813971627703,0.549601156378821,0.605046195534672,0.0
0.46024472285867496,0.507575351999572,0.5956052984332441,7450000000.0
0.5210841905133329,0.573799453932223,0.6127430490494239,4180000000.0
0.526154146151221,0.5868622517265379,0.599504172732383,0.0
0.520694193925803,0.568285240109214,0.6054353622854179,7760000000.0
0.483985765124555,0.535521173510359,0.604102105824529,0.0
0.507629308243553,0.5596659350072271,0.6029922599057349,1750000000.0
0.550187685857749,0.6110605492799399,0.6031436025310251,0.0
0.48130453858528705,0.533272659135928,0.602747228988599,1210000000.0
0.527470384634134,0.5740671342148941,0.603799420573949,696000000.0
0.492955686637742,0.542213180577119,0.604383170700068,115000000.0
0.5145517476722079,0.566732694469725,0.608116288790556,1870000000.0
0.519036708428801,0.570640826596713,0.606682137246141,3770000000.0
0.501925608150929,0.548851651587344,0.602386889404575,1000000000.0
0.454346024472286,0.506022806360084,0.5975223050202509,815000000.0
0.468142153756155,0.517640130627978,0.602055376987273,543000000.0
0.465314678496563,0.511215803843889,0.604750717075772,0.0
0.496319407205187,0.546388992986777,0.600851842776633,0.0
0.472285867498659,0.5301140318004179,0.594531486472852,79800000.0
0.47945205479452097,0.5369131109802451,0.603619250781937,2600000000.0
0.45293228684249,0.5136249263879221,0.5872021793338039,0.0
0.42782625652025497,0.478184056962364,0.596131394225919,0.0
0.469702140106274,0.524117993468601,0.6090603785006989,458000000.0
0.438794910544533,0.495636811392473,0.585119416538146,119000000.0
0.46497343148247494,0.517854274854114,0.5996555153576729,289000000.0
0.48749573441232397,0.5398040580330851,0.594430591389325,0.0
0.51109052795788,0.568285240109214,0.607763155998213,34000000.0
0.48023204796957997,0.534022163927405,0.594423384597645,0.0
0.46809340418271295,0.519246212324,0.5935657763876679,0.0
0.49646565592551095,0.551581990470582,0.602408509779616,747000000.0
0.49368693023935994,0.560308367685636,0.602574265988267,0.0
0.4690196460780971,0.521441190641897,0.6033598062814399,475000000.0
0.49012821137815005,0.552652711601263,0.6022715807376869,900000000.0
0.5891385950372929,0.6327426521762409,0.616180688681013,560000000.0
0.480475795836786,0.526741260238771,0.6009167039017571,0.0
0.45848973821479105,0.5019540660634939,0.600246472275472,0.0
0.469750889679715,0.528507950104395,0.602905778405569,0.0
0.492321942183006,0.543230365651266,0.604339929949985,0.0
0.4409886413493879,0.487285186573157,0.598740252814252,323000000.0
0.488178228440501,0.5426414690293909,0.602523818446504,2480000000.0
0.5284453761029589,0.578296482681086,0.6122025396733879,4330000000.0
0.5149417442597379,0.560683120081375,0.605781288286081,713000000.0
0.497099400380247,0.549333476096151,0.6035471828651321,900000000.0
0.517866718666212,0.5684458482788161,0.6101341904610911,5310000000.0
0.49115195242041604,0.541356603672573,0.6082243906657641,0.0
0.528981621410813,0.581187429733926,0.606141627870105,0.0
0.484375761712085,0.535521173510359,0.602985053114055,0.0
0.544093989177595,0.5834359441083571,0.601752691736693,1320000000.0
0.542485253254034,0.584078376786766,0.603287738364635,306000000.0
0.501486861989958,0.5565073076717171,0.609427924876404,2290000000.0
0.526836640179398,0.5806520691685849,0.6054930166188621,747000000.0
0.48730073611855895,0.539161625354676,0.599828478358005,0.0
0.504168088529225,0.559505326837625,0.6029634327390129,424000000.0
0.507239311656023,0.5573638845762621,0.6009455310684789,645000000.0
0.474089601715985,0.5221906954333739,0.597298894478156,0.0
0.524691658947984,0.569409497296429,0.611726891422477,0.0
0.553551406425194,0.597837143316023,0.602502198071463,0.0
0.5401452737288549,0.589110766100969,0.602134651695758,0.0
0.491639448154829,0.5396434498634829,0.600152783983626,221000000.0
0.524691658947984,0.567696343487339,0.608736072875078,1120000000.0
0.447228586749866,0.49263879222656504,0.5935009152625439,357000000.0
0.45634475698337607,0.498527758445313,0.594473832139408,0.0
0.345780724418661,0.3865838642325611,0.586618429207685,0.0
0.469458392239068,0.526901868408373,0.6020914109456751,0.0
0.44084239262906394,0.488516515873441,0.59164156300898,3360000000.0
0.370106761565836,0.4041436907757371,0.602350855446173,1410000000.0
0.43811241651635496,0.4879811553081,0.595093616223929,102000000.0
0.486033247209087,0.5340756999839389,0.5978970581876359,0.0
0.467508409301419,0.51897853204133,0.593133368886839,730000000.0
0.43445619850826295,0.49874190267144897,0.596325977601291,3040000000.0
0.45770974503973105,0.51662294555383,0.5879516856685739,0.0
0.45965972797738003,0.512179452861502,0.590070482422635,0.0
0.421147564958807,0.468440494673162,0.5931910232202829,0.0
0.438843660117974,0.4906579581348039,0.6026175067383499,0.0
0.44615609613415896,0.497296429145029,0.593998183888497,17000000.0
0.462243455369765,0.5143208951228649,0.5991005923982761,238000000.0
0.484327012138644,0.5361636061887679,0.598682598480808,0.0
0.519329205869449,0.574923711119439,0.607215439830496,34000000.0
0.48661824209038207,0.540339418598426,0.598307845313423,0.0
0.471213376882952,0.5243321376947371,0.596967382060854,1660000000.0
0.46082971773996995,0.5140532148401951,0.592037936551406,0.0
0.451567298786136,0.502757106911505,0.594740483431586,917000000.0
0.495441914883245,0.5495476203222871,0.600693293359662,323000000.0
0.479890800955492,0.5342363081535411,0.598387120021909,357000000.0
0.4708233802954221,0.5260988275603621,0.5989060090229029,747000000.0
0.547993955052893,0.592697681888752,0.6144438518860171,509000000.0
0.435041193389558,0.49258525617003,0.596715144352037,0.0
0.398089016721104,0.447293752342202,0.589465111921475,0.0
0.5005606200945739,0.551207238074843,0.6039651767826,0.0
0.471359625603276,0.5361636061887679,0.595028755098805,0.0
0.46887339735777295,0.5139996787836609,0.5956052984332441,340000000.0
0.487203236971677,0.535092885058087,0.601572521944681,0.0
0.494369424267538,0.549119331870014,0.603467908156647,2670000000.0
0.510505533076586,0.562075057551261,0.6083541129160122,3970000000.0
0.494710671281626,0.5491728679265491,0.607842430706698,2770000000.0
0.506410568907522,0.555061834145297,0.605240778910045,747000000.0
0.494271925120655,0.542213180577119,0.604145346574612,1120000000.0
0.506946814215376,0.561164944590182,0.6084333876244971,7620000000.0
0.481694535172817,0.5354141013972911,0.606134421078424,0.0
0.47399210256910207,0.531827185609508,0.599677135732715,0.0
0.436162433578706,0.48990845334332705,0.595965638017268,0.0
0.549651440549895,0.5894319824401729,0.604484065783595,1410000000.0
0.522644176863452,0.568606456448418,0.601284250277462,374000000.0
0.46677716569979993,0.527330156860646,0.6036264575736171,4890000000.0
0.521961682835275,0.5720863001231329,0.6046858559506479,968000000.0
0.49178569687515206,0.543498045933936,0.6005131235676501,0.0
0.496611904645834,0.552277959205525,0.600332953775638,391000000.0
0.473309608540925,0.525135178542748,0.596376425143055,628000000.0
0.4406473943353,0.49387012152684795,0.591108260424624,0.0
0.504021839808902,0.5576315648589331,0.608873001917007,306000000.0
0.512504265587676,0.5656619733390439,0.6004626760258871,0.0
0.5536976551455179,0.606617056587612,0.6025886795716279,340000000.0
0.49251694047677097,0.537662615771722,0.596470113434901,84900000.0
0.5096767903280851,0.5593982547245571,0.6070280632468039,985000000.0
0.506361819334081,0.5619144493816589,0.600217645108751,84900000.0
0.49358943109247794,0.54301622142513,0.599583447440868,0.0
0.48793448057329497,0.543444509877402,0.5992663486069271,866000000.0
0.474089601715985,0.5292574548958721,0.605226365326684,2090000000.0
0.498220640569395,0.548316291022003,0.59629715043457,0.0
0.479013308633549,0.532576690400985,0.596325977601291,0.0
0.45410227660508,0.5052733015686071,0.5972268265613521,0.0
0.45941598011017404,0.511376412013491,0.6110782801712329,0.0
0.4532247842831379,0.5040955083248571,0.5970034160192571,0.0
0.465412177643446,0.5181219551367849,0.600844635984952,492000000.0
0.4959294106176571,0.543979870442743,0.6001095432335429,0.0
0.49066445668600395,0.545746560308368,0.604404791075109,34000000.0
0.47599083508019296,0.527490765030248,0.5944954525144499,0.0
0.48242577877443604,0.536645430697575,0.6001023364418628,1380000000.0
0.44937356798128003,0.5003479843674721,0.58983986508886,0.0
0.490176960951592,0.540821243107233,0.6004338488591651,214000000.0
0.478038317164725,0.530810000535361,0.599338416523732,0.0
0.462389704090089,0.516248193158092,0.5936810850545561,441000000.0
0.48383951640423106,0.538197976337063,0.5992951757736489,115000000.0
0.557938868034905,0.6056534075699979,0.613701552342928,696000000.0
0.48715448739823497,0.545211199743027,0.598235777396619,0.0
0.37064300687369006,0.41613576743937003,0.5946612087231011,119000000.0
0.492321942183006,0.544889983403823,0.602804883322043,0.0
0.5146492468190901,0.5703196102575079,0.6009455310684789,357000000.0
0.48218203090723,0.53172011349644,0.600592398276135,136000000.0
0.495880661044216,0.543069757481664,0.600678879776301,0.0
0.493491931945595,0.54879811553081,0.602898571613889,419000000.0
0.473358358114367,0.529471599122009,0.59675838510212,4620000000.0
0.5362453078535561,0.595749237111194,0.609211721125989,2510000000.0
0.47784331887096004,0.5309706087049629,0.6015509015696391,968000000.0
0.495441914883245,0.546442529043311,0.6069776157050409,1730000000.0
0.47993955052893295,0.535092885058087,0.6038786952824339,7790000000.0
0.46536342807000397,0.518229027249853,0.603042707447499,0.0
0.48866572417491294,0.5431768295947321,0.599871719108087,0.0
0.493784429386243,0.5446223031211521,0.598524049063838,0.0
0.535367815531614,0.5885754055356279,0.6013563181942659,1770000000.0
0.520840442646127,0.564323571925692,0.600642845817899,25500000.0
0.455467264661434,0.5076288880561061,0.6035471828651321,3240000000.0
0.5056305757324621,0.555543658654103,0.605860562994566,1380000000.0
0.578949934188076,0.612077734354088,0.602624713530031,0.0
0.520645444352362,0.573210557310349,0.601630176278125,374000000.0
0.466045922098182,0.519942181058943,0.5961674281843211,730000000.0
0.44669234144201203,0.498206542106108,0.593760359763041,0.0
0.489055720762443,0.539161625354676,0.607597399789562,170000000.0
0.489640715643738,0.5424808608597891,0.598387120021909,0.0
0.558767610783406,0.607473633492157,0.603323772323037,306000000.0
0.587871106127821,0.6217142245302211,0.628662851871604,3070000000.0
0.485886998488763,0.53487874083195,0.604073278657807,2190000000.0
0.497489396967777,0.5483698270785371,0.5985528762305601,0.0
0.480914541997758,0.536484822527973,0.598891595439542,747000000.0
0.484375761712085,0.536966647036779,0.6082748382075269,1870000000.0
0.49778189440842396,0.528668558273998,0.596052119517433,0.0
0.47477209574416207,0.5284008779913271,0.595583678058202,0.0
0.458050992053819,0.509877402430537,0.5964989406016229,0.0
0.46146346219470596,0.513678462444456,0.6094495452514449,0.0
0.453371033003461,0.50388136409872,0.5964989406016229,0.0
0.465168429776239,0.515819904705819,0.6004554692342061,968000000.0
0.465948422951299,0.519085604154398,0.594531486472852,0.0
0.489981962657827,0.543390973820868,0.602949019155652,0.0
0.475454589772339,0.526794796295305,0.59840153360527,0.0
0.483888265977673,0.536698966754109,0.599994234566656,1310000000.0
0.446399844001365,0.497082284918893,0.591821732800992,0.0
0.48652074294349895,0.539911130146153,0.5973781691866421,1190000000.0
0.48115828986496395,0.532844370683655,0.598877181856181,543000000.0
0.480085799249257,0.534022163927405,0.597695268020583,289000000.0
0.48101204114464,0.535092885058087,0.596743971518759,985000000.0
0.5464827182762151,0.597997751485626,0.6118710272560861,747000000.0
0.48427826256520295,0.53343326730553,0.597270067311434,458000000.0
0.47184712133768797,0.521923015150704,0.598437567563672,0.0
0.49461317213474393,0.5474061780609241,0.601377938569308,1190000000.0
0.501340613269634,0.550725413566037,0.598279018146702,289000000.0
0.476819577828694,0.526634188125703,0.598221363813258,119000000.0
0.49914688246477795,0.544568767064618,0.5992086942734829,0.0
0.43313996002535,0.4889448043257129,0.594524279681172,3920000000.0
0.4758445863598689,0.529418063065475,0.5976808544372221,4600000000.0
0.520840442646127,0.578403554794154,0.605795701869442,2900000000.0
0.472773363233072,0.526045291503828,0.599720376482798,1360000000.0
0.501291863696193,0.5522244231489909,0.6053632943686129,577000000.0
0.474918344464486,0.5297392794046789,0.601976102278788,7420000000.0
0.47033588456101,0.5245462819208739,0.6021058245290359,0.0
0.468629649490567,0.522886664168317,0.59690972772741,0.0
0.476234582947399,0.528347341934793,0.5986753916891279,0.0
0.534100326622142,0.611221157449542,0.6009167039017571,165000000.0
0.511188027104763,0.555597194710638,0.6009959786102421,424000000.0
0.388192853312534,0.42480860859789094,0.59616022139264,3680000000.0
0.5127480134548821,0.5588628941592161,0.605197538159962,1290000000.0
0.580217423097548,0.6160929385941429,0.6049380936594649,0.0
0.506069321893433,0.5650730767171689,0.5997564104412,475000000.0
0.447179837176425,0.49558327533593893,0.592982026261549,577000000.0
0.4405498951884171,0.467102093259811,0.5939549431384139,0.0
0.485984497635646,0.536110070132234,0.6052191585350041,170000000.0
0.44196363281821294,0.494137801809519,0.5946972426815029,0.0
0.543460244722859,0.5921623213234111,0.600967151443521,306000000.0
0.5991322575927459,0.6372396809251031,0.628396200579426,5570000000.0
0.48925071905620793,0.536966647036779,0.6031436025310251,1880000000.0
0.45395602788475603,0.501739921837357,0.665150838149873,0.0
0.517476722078682,0.5711226511055201,0.597846610645873,205000000.0
0.471993370058012,0.5269554044649071,0.5966286628518721,679000000.0
0.480037049675815,0.530006959687349,0.607258680580579,2440000000.0
0.488763223321796,0.535467637453825,0.594668415514781,0.0
0.47418710086286703,0.5275978371433161,0.5945531068478941,0.0
0.459757227124263,0.51175116440923,0.5974574438951271,0.0
0.43050748305952297,0.48150329246747703,0.607056890413526,2310000000.0
0.473358358114367,0.5271695486910429,0.5978682310209139,0.0
0.466045922098182,0.5194068204936021,0.604102105824529,221000000.0
0.459123482669527,0.511162267787355,0.593659464679514,0.0
0.49202944474235794,0.548476899191605,0.601983309070468,0.0
0.473748354701896,0.523903849242465,0.596989002435896,0.0
0.481353288158729,0.532362546174849,0.598372706438548,475000000.0
0.4446936089309221,0.49520852294020007,0.595374681099468,0.0
0.494271925120655,0.536538358584507,0.597709681603944,1040000000.0
0.48174328474625794,0.534771668718882,0.6000014413583361,52600000.0
0.470238385414128,0.522833128111783,0.598286224938382,289000000.0
0.507336810802905,0.562182129664329,0.5999365802332121,696000000.0
0.5260566470043391,0.575673215910916,0.6090243445422969,1050000000.0
0.48252327792131794,0.5269554044649071,0.597904264979317,374000000.0
0.43211621898308394,0.47588200653139895,0.6006860865679821,0.0
0.48291327450884797,0.536591894641041,0.600700500151343,107000000.0
0.511236776678204,0.5649124685475669,0.6000663024834599,407000000.0
0.45273728854872497,0.5011510252154829,0.5981348823130921,67900000.0
0.49856188758348396,0.548102146795867,0.598891595439542,0.0
0.502900599619753,0.5591305744418871,0.602509404863143,3910000000.0
0.506751815921611,0.5633599229080789,0.6045993744504821,5310000000.0
0.5005606200945739,0.55313453611007,0.6032228772395111,3260000000.0
0.47599083508019296,0.529578671235077,0.59840153360527,1190000000.0
0.49934188075854297,0.548155682852401,0.605810115452803,1880000000.0
0.462048457076001,0.513785534557525,0.60231482148777,8930000000.0
0.453809779164432,0.5044167246640611,0.600736534109745,0.0
0.47072588114854,0.523796777129397,0.594971100765361,0.0
0.453809779164432,0.50623695058622,0.595756641058534,0.0
0.5388290352459421,0.5937148669629,0.6009527378601589,1610000000.0
0.5118217715594989,0.5593447186680229,0.601305870652503,407000000.0
0.418563837566421,0.44017345682316994,0.58413208607792,4570000000.0
0.524691658947984,0.5681246319396109,0.605954251286412,1020000000.0
0.5651050553307659,0.610418116601531,0.6047218899090501,0.0
0.511236776678204,0.569141817013759,0.600044682108419,492000000.0
0.462925949397943,0.515819904705819,0.5949927211404029,340000000.0
0.44235362940574297,0.48964077306065606,0.595432335432912,0.0
0.478038317164725,0.528026125595589,0.603842661324032,119000000.0
0.488178228440501,0.540285882541892,0.597392582770003,0.0
0.552771413250134,0.598693720220569,0.6010968736937691,289000000.0
0.5526739141032521,0.6009957706515339,0.624785597947506,896000000.0
0.461999707502559,0.512928957652979,0.598985283731389,645000000.0
0.31131477599571,0.360886557096204,0.598293431730062,0.0
0.509335543313996,0.562931634455806,0.599446518398939,1970000000.0
0.480329547116463,0.528989774613202,0.5961674281843211,883000000.0
0.46633841953882893,0.51635526527116,0.606955995329999,2920000000.0
0.44303612343392,0.49237111194389394,0.587620173251272,0.0
0.45029980987666396,0.501311633385085,0.590423615214979,0.0
0.45741724759908403,0.509181433695594,0.606494760662448,0.0
0.40705893823428996,0.4539857594089621,0.611438619755257,3890000000.0
0.43781991907570794,0.485464960650998,0.591706424134104,0.0
0.480037049675815,0.535092885058087,0.61207281742314,0.0
0.46092721688685206,0.511108731730821,0.5930396805949929,0.0
0.506410568907522,0.5566679158413189,0.601673417028207,0.0
0.46599717252474004,0.518068419080251,0.595828708975338,0.0
0.47506459318481,0.526901868408373,0.5970394499776589,475000000.0
0.448886072246868,0.49981262380213104,0.5903587540898539,0.0
0.447911080778043,0.49954494351946005,0.59345046772078,1210000000.0
0.48374201725734894,0.538412120563199,0.599410484440537,52600000.0
0.400526495393165,0.4467048557203279,0.59569898672509,509000000.0
0.485886998488763,0.543337437764334,0.595720607100131,628000000.0
0.50631306976064,0.5549012259756949,0.5981853298548551,696000000.0
0.47740457270998904,0.523529096846726,0.5964773202265821,391000000.0
0.364841807634183,0.39311526312971795,0.49424898023897706,0.0
0.485204504460586,0.5336474115316671,0.5988988022312229,1170000000.0
0.46765465802174205,0.521280582472295,0.594877412473515,509000000.0
0.460000974991469,0.518336099362921,0.595144063765693,84900000.0
0.47087212986886406,0.5144815032924671,0.591843353176033,0.0
0.492955686637742,0.5482092189089349,0.604044451491085,5870000000.0
